Airport__Name,Aircraft__Make_Model,Effect__Amount_of_damage,Aircraft__Airline_Operator,Origin_State,When__Phase_of_flight,Wildlife__Size,Wildlife__Species,When__Time_of_day,Cost__Other,Cost__Repair,Cost__Total,Speed_IAS_in_knots
HONOLULU INTL ARPT,DC-9-50,None,HAWAIIAN AIR,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
DENVER INTL AIRPORT,B-757-200,None,AMERICAN AIRLINES,Colorado,Approach,Small,Unknown bird - small,Night,0,0,0,145
NEW ORLEANS INTL,B-737-400,Substantial,US AIRWAYS*,Louisiana,Approach,Large,Unknown bird - large,Day,0,0,0,210
DENVER INTL AIRPORT,MD-80,None,UNKNOWN,Colorado,Take-off run,Large,Coyote,Dusk,0,0,0,
SACRAMENTO INTL,B-737-500,Minor,UNITED AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
SACRAMENTO INTL,B-737-300,Medium,SOUTHWEST AIRLINES,California,Climb,Large,Unknown bird - large,Day,0,0,0,165
SACRAMENTO INTL,B-737-300,None,SOUTHWEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,
DENVER INTL AIRPORT,MD-80,None,AMERICAN AIRLINES,Colorado,Climb,Small,Unknown bird - small,Day,0,0,0,
SACRAMENTO INTL,BE-90  KING,Medium,BUSINESS,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,160
HONOLULU INTL ARPT,B-737-200,None,ALOHA AIRLINES,Hawaii,Take-off run,Small,Unknown bird - small,Day,0,0,0,130
DENVER INTL AIRPORT,B-757-200,Minor,UNITED AIRLINES,Colorado,Landing Roll,Medium,Red-tailed hawk,Day,0,0,0,
NEW ORLEANS INTL,A-320,None,UNITED AIRLINES,Louisiana,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,
SACRAMENTO INTL,BA-31 JETSTR,None,TRANS STATES AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,
RONALD REAGAN WASHINGTON NATL,BA-41 JETSTR,None,TRANS STATES AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,120
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,MILITARY,Louisiana,Climb,Small,Mourning dove,Dusk,0,0,0,105
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,MILITARY,Louisiana,Climb,Small,Mourning dove,Dusk,0,0,0,105
ATLANTIC CITY INTL,F-16A,None,MILITARY,New Jersey,Landing Roll,Small,Mourning dove,Night,0,0,0,
NEW ORLEANS INTL,B-737-200,None,SOUTHWEST AIRLINES,Louisiana,Approach,Small,Killdeer,Day,0,0,0,140
NEW ORLEANS INTL,PA-31 NAVAJO,None,BUSINESS,Louisiana,Landing Roll,Small,Unknown bird - small,Night,0,0,0,90
INDIANAPOLIS INTL,B-737-300,None,SOUTHWEST AIRLINES,Indiana,Landing Roll,Medium,Red-tailed hawk,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
SAN FRANCISCO INTL ARPT,B-757-200,None,NORTHWEST AIRLINES,California,Landing Roll,Medium,Red-tailed hawk,Day,0,0,0,
ATLANTA INTL,B-757-200,None,DELTA AIR LINES,Georgia,Landing Roll,Small,Unknown bird - small,Dawn,0,0,0,100
SAN FRANCISCO INTL ARPT,B-747,None,UNITED AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,
ORLANDO INTL,B-727-200,None,AMERICAN AIRLINES,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,145
BALTIMORE WASH INTL,B-737-200,None,US AIRWAYS*,Maryland,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-88,None,DELTA AIR LINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,135
HOUSTON-HOBBY,B-737-200,None,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
HOUSTON-HOBBY,B-737-300,None,SOUTHWEST AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,60
WASHINGTON DULLES INTL ARPT,DC-10-10,Minor,UNITED AIRLINES,DC,Approach,Small,European starling,Day,0,0,0,140
PORTLAND INTL (OR),B-737,None,UNITED AIRLINES,Oregon,Landing Roll,Large,Coyote,Night,0,0,0,
JOHN F KENNEDY INTL,B-767-300,None,DELTA AIR LINES,New York,Approach,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-727,None,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,210
ORLANDO INTL,B-737-200,Minor,DELTA AIR LINES,Florida,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,138
TETERBORO AIRPORT,LEARJET-31,Minor,BUSINESS,New Jersey,Approach,Medium,Mallard,Night,0,0,0,
WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,133
JOHN F KENNEDY INTL,A-300,None,AMERICAN AIRLINES,New York,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
SAN FRANCISCO INTL ARPT,B-757-200,Minor,US AIRWAYS*,California,Approach,Large,Unknown bird - large,Night,0,0,0,125
JOHN F KENNEDY INTL,B-767-200,None,AMERICAN AIRLINES,New York,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
HOUSTON-HOBBY,B-737-300,None,SOUTHWEST AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,140
ATLANTA INTL,DC-9-30,None,AIRTRAN AIRWAYS,Georgia,Climb,Medium,Unknown bird - medium,Night,0,0,0,200
PORTLAND INTL (OR),EMB-120,None,SKYWEST AIRLINES,Oregon,Landing Roll,Small,Barn owl,Night,0,0,0,
TETERBORO AIRPORT,DA-2000,Substantial,BUSINESS,New Jersey,Approach,Small,Rock pigeon,Dusk,0,20581,20581,120
KANSAS CITY INTL,B-737-300,None,SOUTHWEST AIRLINES,Missouri,Approach,Small,European starling,Dawn,0,0,0,138
HONOLULU INTL ARPT,C-141B,None,MILITARY,Hawaii,Landing Roll,Medium,Unknown bird or bat,Night,0,0,0,109
ATLANTA INTL,MD-88,None,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Day,0,0,0,140
SAN ANTONIO INTL,B-737-300,Medium,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,145
DENVER INTL AIRPORT,B-777-200,None,UNITED AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,
FORT LAUDERDALE/HOLLYWOOD INTL,MD-82,None,AMERICAN AIRLINES,Florida,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
INDIANAPOLIS INTL,A-300,None,FEDEX EXPRESS,Indiana,Climb,Medium,Unknown bird - medium,Night,0,0,0,
SACRAMENTO INTL,B-757-200,Substantial,UNITED AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,
DENVER INTL AIRPORT,B-737-200,None,FRONTIER AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,120
SACRAMENTO INTL,B-737-300,None,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,170
SAN ANTONIO INTL,MD-88,None,DELTA AIR LINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,
BALTIMORE WASH INTL,B-737,None,SOUTHWEST AIRLINES,Maryland,Landing Roll,Large,White-tailed deer,Night,0,0,0,
SEATTLE-TACOMA INTL,MD-80,None,ALASKA AIRLINES,Washington,Approach,Small,Killdeer,Dawn,0,0,0,
PHILADELPHIA INTL,B-727-200,Minor,FEDEX EXPRESS,Pennsylvania,Descent,Medium,Unknown bird - medium,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,AIR CANADA,DC,Approach,Medium,Unknown bird - medium,Day,0,0,0,200
GEORGE BUSH INTERCONTINENTAL,A-310,None,AIR CANADA,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
GEORGE BUSH INTERCONTINENTAL,B-777-200,None,CONTINENTAL AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
ORLANDO INTL,B-757-200,None,UNITED AIRLINES,Florida,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
RONALD REAGAN WASHINGTON NATL,B-757-200,Medium,DELTA AIR LINES,DC,Landing Roll,Small,Rock pigeon,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-80,None,AMERICAN AIRLINES,Kentucky,Landing Roll,Small,Killdeer,Day,0,0,0,
SACRAMENTO INTL,B-737-300,Minor,DELTA AIR LINES,California,Approach,Large,Unknown bird - large,Night,0,0,0,220
LIHUE ARPT,DC-9,None,HAWAIIAN AIR,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
LIHUE ARPT,DC-9-50,None,HAWAIIAN AIR,Hawaii,Take-off run,Small,Zebra dove,Day,0,0,0,60
LIHUE ARPT,B-737-200,Medium,ALOHA AIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
SAN FRANCISCO INTL ARPT,LEARJET-60,None,BUSINESS,California,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,
PORTLAND INTL (OR),P-3,None,MILITARY,Oregon,Climb,Medium,Unknown bird or bat,Night,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-757-200,Substantial,DELTA AIR LINES,Kentucky,Climb,Small,European starling,Day,0,686031,686031,150
ORLANDO INTL,B-767-300,None,DELTA AIR LINES,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,150
PORTLAND INTL (OR),B-737-300,None,SOUTHWEST AIRLINES,Oregon,Approach,Small,Barn owl,Night,0,0,0,138
LIHUE ARPT,LOCKHEED C-130,None,GOVERNMENT,Hawaii,Climb,Small,Zebra dove,Day,0,0,0,
FORT LAUDERDALE/HOLLYWOOD INTL,MD-80,Minor,AMERICAN AIRLINES,Florida,Climb,Medium,Unknown bird - medium,Day,0,0,0,180
METRO OAKLAND INTL,B-737-300,None,AMERICA WEST AIRLINES,California,Descent,Medium,Unknown bird - medium,Night,0,0,0,210
PORTLAND INTL (OR),MD-83,Substantial,ALASKA AIRLINES,Oregon,Approach,Small,Barn owl,Night,0,48022,48022,
LIHUE ARPT,B-737-200,None,ALOHA AIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,100
CHARLESTON AFB/INTL ARPT,C-17A,None,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,
CHARLESTON AFB/INTL ARPT,C-17A,None,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,200
NASHVILLE INTL,MD-82,None,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
HOUSTON-HOBBY,B-737-300,None,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,170
LIHUE ARPT,PA-31 NAVAJO,None,PRIVATELY OWNED,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
PORTLAND INTL (OR),EMB-120,None,SKYWEST AIRLINES,Oregon,Landing Roll,Medium,Red-tailed hawk,Dusk,0,0,0,
WASHINGTON DULLES INTL ARPT,FOKKER F100,None,US AIRWAYS*,DC,Climb,Medium,Ring-billed gull,Day,0,0,0,130
KANSAS CITY INTL,DC-9-40,None,ABX AIR,Missouri,Approach,Medium,Unknown bird - medium,Night,0,0,0,
HONOLULU INTL ARPT,B-737,None,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Unknown bird - small,Dawn,0,0,0,120
CHICAGO O'HARE INTL ARPT,B-757-200,None,UNITED AIRLINES,Illinois,Take-off run,Large,Coyote,Night,0,0,0,
NEW ORLEANS INTL,B-737-200,Substantial,US AIRWAYS*,Louisiana,Climb,Medium,Unknown bird - medium,Day,0,2744,2744,155
SACRAMENTO INTL,BA-31 JETSTR,Minor,TRANS STATES AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,
PHOENIX SKY HARBOR,MD-82,None,AMERICAN AIRLINES,Arizona,Climb,Medium,Unknown bird - medium,Day,0,0,0,220
LIHUE ARPT,B-737-200,None,ALOHA AIRLINES,Hawaii,Take-off run,Small,Pacific golden-plover,Day,0,0,0,136
SALT LAKE CITY INTL,B-737,Minor,DELTA AIR LINES,Utah,Climb,Small,European starling,Day,0,0,0,160
WILL ROGERS WORLD ARPT,B-737-500,None,CONTINENTAL AIRLINES,Oklahoma,Approach,Small,Unknown bird - small,Day,0,0,0,150
ORLANDO INTL,B-737-200,Substantial,US AIRWAYS*,Florida,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,230
MINETA SAN JOSE INTL,MD-82,None,ALASKA AIRLINES,California,Landing Roll,Medium,Red-tailed hawk,Day,0,0,0,100
LIHUE ARPT,B-737-200,None,ALOHA AIRLINES,Hawaii,Climb,Small,Unknown bird - small,Dawn,0,0,0,125
DALLAS/FORT WORTH INTL ARPT,MD-83,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,250
LIHUE ARPT,B-737-200,None,ALOHA AIRLINES,Hawaii,Landing Roll,Medium,Unknown bird - medium,Dawn,0,0,0,140
LIHUE ARPT,B-737-200,None,ALOHA AIRLINES,Hawaii,Approach,Small,Pacific golden-plover,Day,0,0,0,142
PORTLAND INTL (OR),A-320,None,UNITED AIRLINES,Oregon,Take-off run,Medium,Mallard,Day,0,0,0,155
LIHUE ARPT,B-737-200,None,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Zebra dove,Day,0,0,0,
ORLANDO INTL,B-737-400,None,US AIRWAYS*,Florida,Approach,Medium,Unknown bird - medium,Day,0,0,0,140
CLEVELAND-HOPKINS INTL ARPT,MD-88,None,DELTA AIR LINES,Ohio,Approach,Medium,American crow,Day,0,0,0,133
JOHN F KENNEDY INTL,SAAB-340,None,AMERICAN EAGLE AIRLINES,New York,Take-off run,Medium,Herring gull,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,B-757-200,None,UNITED AIRLINES,DC,Climb,Small,Mourning dove,Day,0,0,0,186
GREATER PITTSBURGH,DC-9-30,Substantial,US AIRWAYS*,Pennsylvania,Approach,Large,Canada goose,Night,0,0,0,140
DETROIT METRO WAYNE COUNTY ARPT,B-757-200,None,NORTHWEST AIRLINES,Michigan,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
HOUSTON-HOBBY,LEARJET-25,None,BUSINESS,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,150
RONALD REAGAN WASHINGTON NATL,MD-90-30,None,DELTA AIR LINES,DC,Approach,Large,Unknown bird - large,Night,0,0,0,140
JOHN F KENNEDY INTL,B-727-200,None,DELTA AIR LINES,New York,Landing Roll,Medium,Herring gull,Day,0,0,0,
PORTLAND INTL (OR),B-737-300,None,SOUTHWEST AIRLINES,Oregon,Climb,Medium,Unknown bird - medium,Night,0,0,0,230
PORT COLUMBUS INTL,EMB-120,None,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Climb,Small,Unknown bird - small,Day,0,0,0,140
LOS ANGELES INTL,B-757-200,None,DELTA AIR LINES,California,Landing Roll,Small,Barn swallow,Dusk,0,0,0,
PHILADELPHIA INTL,PA-31 NAVAJO,None,BUSINESS,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,120
EPPLEY AIRFIELD,B-737-300,Medium,SOUTHWEST AIRLINES,Nebraska,Approach,Medium,Red-tailed hawk,Day,0,411618,411618,140
PHOENIX SKY HARBOR,A-320,None,AMERICA WEST AIRLINES,Arizona,Approach,Medium,Unknown bird - medium,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,AMERICAN EAGLE AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,130
PORTLAND INTL (OR),B-737-300,None,AMERICA WEST AIRLINES,Oregon,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
HONOLULU INTL ARPT,B-737-200,None,ALOHA AIRLINES,Hawaii,Climb,Small,Unknown bird - small,Day,0,0,0,160
MINETA SAN JOSE INTL,A-319,None,UNITED AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,120
PORTLAND INTL (OR),MD-80,None,ALASKA AIRLINES,Oregon,Landing Roll,Medium,Mallard,Dusk,0,0,0,
LOS ANGELES INTL,B-757-200,Minor,NORTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,38418,6586,45004,120
AUSTIN-BERGSTROM INTL,MD-82,None,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,135
LOUISVILLE INTL ARPT,B-757-200,Minor,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,200
CHICAGO O'HARE INTL ARPT,BE-1900,None,GREAT LAKES AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,
SEATTLE-TACOMA INTL,B-737-400,None,ALASKA AIRLINES,Washington,Climb,Small,Unknown bird - small,Day,0,0,0,200
LOS ANGELES INTL,B-757-200,None,DELTA AIR LINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,135
CLEVELAND-HOPKINS INTL ARPT,EMB-120,None,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,Small,Unknown bird - small,Night,0,0,0,140
NEWARK LIBERTY INTL ARPT,B-737-300,None,CONTINENTAL AIRLINES,New Jersey,Approach,Large,Unknown bird - large,Night,0,0,0,147
RONALD REAGAN WASHINGTON NATL,MD-80,None,US AIRWAYS*,DC,Approach,Medium,Ring-billed gull,Day,0,0,0,
SACRAMENTO INTL,B-737,None,SOUTHWEST AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,
ATLANTA INTL,MD-88,None,DELTA AIR LINES,Georgia,Take-off run,Small,Unknown bird - small,Day,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,MD-88,None,DELTA AIR LINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,200
RONALD REAGAN WASHINGTON NATL,ATR-42,None,AMERICAN EAGLE AIRLINES,DC,Landing Roll,Small,Rock pigeon,Day,0,0,0,100
PHILADELPHIA INTL,B-737-400,None,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
NEW ORLEANS INTL,B-737-300,None,US AIRWAYS*,Louisiana,Approach,Small,Unknown bird - small,Night,0,0,0,180
MEMPHIS INTL,B-727-200,None,FEDEX EXPRESS,Tennessee,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,
CHICAGO O'HARE INTL ARPT,MD-80,None,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,180
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,190
LOUISVILLE INTL ARPT,B-727,None,UPS AIRLINES,Kentucky,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
LOS ANGELES INTL,SAAB-340,None,AMERICAN EAGLE AIRLINES,California,Landing Roll,Small,American kestrel,Day,0,0,0,90
ORLANDO INTL,B-737-200,Minor,DELTA AIR LINES,Florida,Climb,Large,Unknown bird - large,Day,0,0,0,210
DALLAS/FORT WORTH INTL ARPT,MD-88,None,ASTAR AIR CARGO,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,170
FORT LAUDERDALE/HOLLYWOOD INTL,B-737-200,None,AIRTRAN AIRWAYS,Florida,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
ATLANTIC CITY INTL,F-16C,None,MILITARY,New Jersey,Approach,Small,Horned lark,Day,0,0,0,
SALT LAKE CITY INTL,B-727-200,None,DELTA AIR LINES,Utah,Approach,Medium,Mallard,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,B-737-200,Substantial,UNITED AIRLINES,Illinois,Take-off run,Medium,Red-tailed hawk,Day,0,1715077,1715077,
CHARLESTON AFB/INTL ARPT,C-17A,None,MILITARY,South Carolina,Climb,Medium,Unknown bird or bat,Day,0,0,0,310
CHARLESTON AFB/INTL ARPT,C-17A,None,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,200
LIHUE ARPT,DC-9,None,HAWAIIAN AIR,Hawaii,Take-off run,Small,Unknown bird - small,Day,0,0,0,
FORT LAUDERDALE/HOLLYWOOD INTL,MD-80,None,SPIRIT AIRLINES,Florida,Approach,Medium,Unknown bird - medium,Day,0,0,0,140
NEW ORLEANS INTL,B-757-200,None,UPS AIRLINES,Louisiana,Climb,Medium,Unknown bird - medium,Night,0,0,0,160
NASHVILLE INTL,B-737-500,None,DELTA AIR LINES,Tennessee,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
ATLANTA INTL,B-767-300,None,DELTA AIR LINES,Georgia,Climb,Small,Unknown bird - small,Night,0,0,0,160
CHICAGO O'HARE INTL ARPT,DC-10-10,None,UNITED AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,170
CHARLESTON AFB/INTL ARPT,C-17A,None,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,160
NEW ORLEANS INTL,B-727,None,AMERICAN AIRLINES,Louisiana,Climb,Small,Unknown bird - small,Day,0,0,0,250
NASHVILLE INTL,B-727-200,None,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,150
NEWARK LIBERTY INTL ARPT,B-757-200,None,AMERICAN AIRLINES,New Jersey,Take-off run,Small,European starling,Day,0,0,0,144
LAMBERT-ST LOUIS INTL,MD-80,None,TRANS WORLD AIRLINES,Missouri,Approach,Large,Unknown bird - large,Night,0,0,0,135
LIHUE ARPT,B-737,None,ALOHA AIRLINES,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
LIHUE ARPT,B-737-200,None,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Pacific golden-plover,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,DELTA AIR LINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140
TETERBORO AIRPORT,HAWKER 800,Minor,EXECUTIVE JET AVIATION,New Jersey,Climb,Medium,Herring gull,Day,0,0,0,225
SAN FRANCISCO INTL ARPT,BA-31 JETSTR,None,TRANS STATES AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,70
SACRAMENTO INTL,B-737-300,None,SOUTHWEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,140
INDIANAPOLIS INTL,EMB-145,None,EXPRESSJET (CONTINENTAL EXPRS),Indiana,Climb,Medium,Mallard,Day,0,0,0,140
MINETA SAN JOSE INTL,B-737-800,None,AMERICAN AIRLINES,California,Descent,Medium,Unknown bird - medium,Night,0,0,0,210
CLEVELAND-HOPKINS INTL ARPT,B-737-300,Minor,CONTINENTAL AIRLINES,Ohio,Approach,Medium,Mallard,Day,0,0,0,140
METRO OAKLAND INTL,MD-80,None,ALASKA AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
GEORGE BUSH INTERCONTINENTAL,B-737-300,None,AMERICA WEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,
WASHINGTON DULLES INTL ARPT,B-737-200,None,US AIRWAYS*,DC,Descent,Small,Unknown bird - small,Night,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Day,0,0,0,160
WASHINGTON DULLES INTL ARPT,MD-80,None,AMERICAN AIRLINES,DC,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,120
SAN FRANCISCO INTL ARPT,B-757-200,None,AMERICAN AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,120
LOUISVILLE INTL ARPT,B-767-300,None,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,145
ATLANTA INTL,DC-9,None,AIRTRAN AIRWAYS,Georgia,Climb,Medium,Unknown bird - medium,Night,1372,0,1372,210
PORT COLUMBUS INTL,B-737-500,None,UNITED AIRLINES,Ohio,Take-off run,Small,Unknown bird - small,Day,0,0,0,
GEORGE BUSH INTERCONTINENTAL,B-727-200,None,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
BALTIMORE WASH INTL,B-757-200,None,AMERICAN AIRLINES,Maryland,Approach,Small,Unknown bird - small,Night,0,0,0,210
SALT LAKE CITY INTL,B-727,None,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Day,0,0,0,140
FORT LAUDERDALE/HOLLYWOOD INTL,BE-200 KING,Medium,PRIVATELY OWNED,Florida,Approach,Medium,Unknown bird - medium,Night,0,0,0,220
SALT LAKE CITY INTL,B-727-200,None,DELTA AIR LINES,Utah,Climb,Small,Unknown bird - small,Day,0,0,0,155
MEMPHIS INTL,MD-11,None,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,170
MINNEAPOLIS-ST PAUL INTL,SAAB-340,None,MESABA AIRLINES,Minnesota,Climb,Medium,Unknown bird - medium,Night,0,0,0,160
MEMPHIS INTL,B-727,None,FEDEX EXPRESS,Tennessee,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
PHILADELPHIA INTL,DC-10-10,None,NORTHWEST AIRLINES,Pennsylvania,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,90
LAMBERT-ST LOUIS INTL,FOKKER F100,None,US AIRWAYS*,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,143
SALT LAKE CITY INTL,B-727,None,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,
DETROIT METRO WAYNE COUNTY ARPT,C-560,Substantial,EXECUTIVE JET AVIATION,Michigan,Approach,Medium,Ring-billed gull,Night,0,29734,29734,180
DENVER INTL AIRPORT,B-757-200,None,UNITED AIRLINES,Colorado,Climb,Medium,Unknown bird - medium,Night,0,0,0,
MINNEAPOLIS-ST PAUL INTL,SAAB-340,None,MESABA AIRLINES,Minnesota,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,
HOUSTON-HOBBY,B-737-200,None,SOUTHWEST AIRLINES,Texas,Descent,Small,Unknown bird - small,Day,0,0,0,250
PHILADELPHIA INTL,FOKKER F100,Minor,US AIRWAYS*,Pennsylvania,Climb,Large,Unknown bird - large,Day,0,0,0,
PHILADELPHIA INTL,B-727-200,None,AMERICAN AIRLINES,Pennsylvania,Approach,Large,Unknown bird - large,Night,0,0,0,180
LOGAN INTL,C-650,Minor,BUSINESS,Massachusetts,Climb,Medium,Unknown bird - medium,Day,6558,6860,13418,220
SALT LAKE CITY INTL,B-727-200,None,DELTA AIR LINES,Utah,Approach,Small,Unknown bird - small,Night,0,0,0,150
LOUISVILLE INTL ARPT,DC-8-70,None,UPS AIRLINES,Kentucky,Approach,Large,Unknown bird - large,Night,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,DELTA AIR LINES,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,
LOUISVILLE INTL ARPT,B-757-200,None,UPS AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,210
GREATER PITTSBURGH,B-737-500,Medium,CONTINENTAL AIRLINES,Pennsylvania,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
MEMPHIS INTL,MD-11,Minor,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,220
PORTLAND INTL (OR),B-737-500,None,UNITED AIRLINES,Oregon,Approach,Medium,Unknown bird - medium,Night,0,0,0,
